word,neighbour,i
ark,lamb,8
ark,profane,9
ark,woe,10
array,multitude,1
array,transgression,2
array,likeness,3
array,destruction,4
array,rule,5
array,brightness,6
array,destroyer,7
array,cessation,8
array,void,9
array,wrath,10
acquisition,observance,1
acquisition,destruction,2
acquisition,purity,3
acquisition,distress,4
acquisition,transgression,5
acquisition,hostility,6
acquisition,multitude,7
acquisition,manifestation,8
acquisition,accomplishment,9
acquisition,attachment,10
mess,fuss,1
mess,cheese,2
mess,nonsense,3
mess,damn,4
mess,loaf,5
mess,prank,6
mess,jumble,7
mess,spree,8
mess,nasty,9
mess,sausage,10
dome,loft,1
dome,cuff,2
dome,vault,3
dome,hood,4
dome,blight,5
dome,stitch,6
dome,grace,7
dome,tenor,8
dome,poppy,9
dome,remedy,10
snuff,stoop,1
snuff,notch,2
snuff,spoil,3
snuff,witchcraft,4
snuff,bellows,5
snuff,buck,6
snuff,stout,7
snuff,grind,8
snuff,plaster,9
snuff,horn,10
pat,lap,1
pat,ban,2
pat,sat,3
pat,bun,4
pat,sir,5
pat,van,6
pat,ton,7
pat,kit,8
pat,mon,9
pat,para,10
disguise,discord,1
disguise,trifle,2
disguise,witty,3
disguise,delight,4
disguise,decay,5
disguise,whim,6
disguise,reconcile,7
disguise,stain,8
disguise,curb,9
disguise,preamble,10
bell,lock,1
bell,mend,2
bell,nail,3
bell,hammer,4
bell,stocking,5
bell,chimney,6
bell,pear,7
bell,candle,8
bell,ribbon,9
bell,shoe,10
refuge,protection,1
refuge,praise,2
refuge,compassion,3
refuge,deceit,4
refuge,darkness,5
refuge,perfection,6
refuge,desire,7
refuge,agitation,8
refuge,splendour,9
refuge,riches,10
court,duty,1
court,execution,2
court,heir,3
court,chamber,4
court,clerk,5
court,law,6
court,proportion,7
court,laws,8
court,service,9
court,justice,10
squall,tack,1
squall,haul,2
squall,buoy,3
squall,thwart,4
squall,steer,5
squall,easterly,6
squall,ebb,7
squall,mast,8
squall,helm,9
squall,flounder,10
shingle,,1
shingle,,2
shingle,,3
shingle,,4
shingle,,5
shingle,,6
shingle,,7
shingle,,8
shingle,,9
shingle,,10
cult,bronze,1
cult,pronouncement,2
cult,deliveries,3
cult,create,4
cult,foundations,5
cult,establish,6
cult,devastating,7
cult,administrator,8
cult,corpses,9
cult,totality,10
spinach,lemon,1
spinach,orange,2
spinach,soap,3
spinach,moustache,4
spinach,nostril,5
spinach,cemetery,6
spinach,mahogany,7
spinach,sweets,8
spinach,monsoon,9
spinach,broom,10
penguin,cocaine,1
penguin,gallery,2
penguin,cycling,3
penguin,curfew,4
penguin,goldfish,5
penguin,saxophone,6
penguin,clarinet,7
penguin,insulate,8
penguin,marquee,9
penguin,directory,10
link,maniac,1
link,deteriorate,2
link,recess,3
link,obvious,4
link,oust,5
link,lunatic,6
link,shock,7
link,wreck,8
link,rally,9
link,astounding,10
shuffle,flap,1
shuffle,juggle,2
shuffle,brood,3
shuffle,dash,4
shuffle,dilute,5
shuffle,lease,6
shuffle,trim,7
shuffle,rack,8
shuffle,cuff,9
shuffle,tuck,10
calf,cattle,1
calf,cow,2
calf,thorn,3
calf,calves,4
calf,milk,5
calf,goat,6
calf,bull,7
calf,herd,8
calf,grazing,9
calf,mouse,10
scale,card,1
scale,freight,2
scale,counter,3
scale,receipt,4
scale,prize,5
scale,wheel,6
scale,acid,7
scale,glass,8
scale,gauge,9
scale,certificate,10
camping,tracks,1
camping,camp,2
camping,camped,3
camping,creek,4
camping,weather,5
camping,cold,6
camping,freezing,7
camping,trying,8
camping,funny,9
camping,berries,10
donation,peacock,1
donation,devotion,2
donation,illusion,3
donation,barber,4
donation,attendant,5
donation,jewel,6
donation,attachment,7
donation,supreme,8
donation,intoxication,9
donation,pious,10
nylon,plastic,1
nylon,tape,2
nylon,bulldozer,3
nylon,referee,4
nylon,radio,5
nylon,bicycle,6
nylon,cigarettes,7
nylon,camera,8
nylon,rugby,9
nylon,rubber,10
copy,register,1
copy,subscriber,2
copy,stamp,3
copy,delivery,4
copy,warehouse,5
copy,board,6
copy,odd,7
copy,receipt,8
copy,drawer,9
copy,exchange,10
attack,agreement,1
attack,force,2
attack,surrender,3
attack,lasting,4
attack,control,5
attack,accept,6
attack,danger,7
attack,limit,8
attack,eager,9
attack,failure,10
mansion,mansions,1
mansion,peacock,2
mansion,incarnation,3
mansion,ascetic,4
mansion,attendant,5
mansion,venerable,6
mansion,intellect,7
mansion,austerity,8
mansion,jewel,9
mansion,digestion,10
cypress,grape,1
cypress,olive,2
cypress,oak,3
cypress,tomb,4
cypress,peach,5
cypress,ivy,6
cypress,reins,7
cypress,tunic,8
cypress,garrison,9
cypress,blackberry,10
passer,grille,1
passer,rapport,2
passer,foie,3
passer,faux,4
passer,suite,5
passer,encore,6
passer,milieu,7
passer,coups,8
passer,vent,9
passer,planter,10
motion,formed,1
motion,capable,2
motion,relation,3
motion,circular,4
motion,proceeding,5
motion,injury,6
motion,distinction,7
motion,exertion,8
motion,condition,9
motion,having,10
fright,prick,1
fright,revive,2
fright,divert,3
fright,puff,4
fright,merry,5
fright,pity,6
fright,recover,7
fright,tumble,8
fright,sober,9
fright,stir,10
broth,candle,1
broth,vinegar,2
broth,leather,3
broth,sewer,4
broth,dung,5
broth,tub,6
broth,halter,7
broth,colt,8
broth,bran,9
broth,midwife,10
reservoir,emerald,1
reservoir,potter,2
reservoir,pomegranate,3
reservoir,artisan,4
reservoir,treasurer,5
reservoir,refuge,6
reservoir,splendour,7
reservoir,gold,8
reservoir,servant,9
reservoir,crystal,10
captivity,strife,1
captivity,captive,2
captivity,woe,3
captivity,desolation,4
captivity,tribute,5
captivity,eternity,6
captivity,terror,7
captivity,persecution,8
captivity,bondage,9
captivity,folly,10
navel,semen,1
navel,urine,2
navel,poison,3
navel,breast,4
navel,anus,5
navel,saliva,6
navel,testicle,7
navel,armpit,8
navel,nipple,9
navel,whirlwind,10
buckle,hound,1
buckle,tack,2
buckle,bolt,3
buckle,cellar,4
buckle,latch,5
buckle,chimney,6
buckle,venture,7
buckle,polish,8
buckle,harness,9
buckle,crib,10
error,breach,1
error,terror,2
error,rule,3
error,instruction,4
error,justice,5
error,bond,6
error,rebellion,7
error,chamber,8
error,interpretation,9
error,establish,10
uniform,reform,1
uniform,thermometer,2
uniform,register,3
uniform,examination,4
uniform,office,5
uniform,subscription,6
uniform,scale,7
uniform,criminal,8
uniform,ballot,9
uniform,constitutional,10
stronghold,sojourn,1
stronghold,sanctuary,2
stronghold,wield,3
stronghold,outpouring,4
stronghold,transgression,5
stronghold,gracious,6
stronghold,artisan,7
stronghold,exile,8
stronghold,everlasting,9
stronghold,slaughter,10
devotion,amorous,1
devotion,pious,2
devotion,enjoyment,3
devotion,separation,4
devotion,ascetic,5
devotion,attachment,6
devotion,penance,7
devotion,meditation,8
devotion,caste,9
devotion,essence,10
recovery,gallery,1
recovery,allowance,2
recovery,reception,3
recovery,credit,4
recovery,delivery,5
recovery,subscriber,6
recovery,fancy,7
recovery,subscription,8
recovery,dismissal,9
recovery,infringement,10
printer,gallery,1
printer,cathedral,2
printer,casualty,3
printer,motto,4
printer,smuggler,5
printer,print,6
printer,painter,7
printer,rebound,8
printer,pump,9
printer,register,10
courtship,relapse,1
courtship,wharf,2
courtship,confessional,3
courtship,quarry,4
courtship,disappoint,5
courtship,irreverent,6
courtship,thrift,7
courtship,shear,8
courtship,parochial,9
courtship,outlaw,10
cat,aunt,1
cat,oculis,2
cat,cues,3
cat,capitol,4
cat,rum,5
cat,legions,6
cat,max,7
cat,senate,8
cat,senators,9
cat,rhetorical,10
landslide,earthquake,1
landslide,pig,2
landslide,skirt,3
landslide,potato,4
landslide,pigs,5
landslide,waterfall,6
landslide,hardwood,7
landslide,banana,8
landslide,planting,9
landslide,fireplace,10
cloud,darkness,1
cloud,lightning,2
cloud,sky,3
cloud,womb,4
cloud,owl,5
cloud,mountain,6
cloud,dwelling,7
cloud,earth,8
cloud,offspring,9
cloud,dawn,10
suit,relief,1
suit,hour,2
suit,bargain,3
suit,portrait,4
suit,service,5
suit,outrage,6
suit,business,7
suit,trick,8
suit,receipt,9
suit,bond,10
abatement,extortion,1
abatement,competency,2
abatement,incendiary,3
abatement,alienation,4
abatement,regimen,5
abatement,openness,6
abatement,counterfeit,7
abatement,prodigious,8
abatement,sordid,9
abatement,curb,10
barrel,dresser,1
barrel,chimney,2
barrel,trot,3
barrel,cellar,4
barrel,pump,5
barrel,buckle,6
barrel,grease,7
barrel,mill,8
barrel,bolt,9
barrel,lace,10
resignation,admission,1
resignation,originality,2
resignation,subscription,3
resignation,recommendation,4
resignation,resign,5
resignation,abolition,6
resignation,inspection,7
resignation,discretion,8
resignation,conductor,9
resignation,receipt,10
tapestry,galley,1
tapestry,plush,2
tapestry,cloak,3
tapestry,hood,4
tapestry,moderation,5
tapestry,paltry,6
tapestry,stall,7
tapestry,imperious,8
tapestry,chaplain,9
tapestry,impunity,10
bank,room,1
bank,desk,2
bank,company,3
bank,door,4
bank,insurance,5
bank,savings,6
bank,department,7
bank,cost,8
bank,prices,9
bank,newspaper,10
fungus,edible,1
fungus,trap,2
fungus,fish,3
fungus,basket,4
fungus,edge,5
fungus,bark,6
fungus,skin,7
fungus,bird,8
fungus,finger,9
fungus,climbing,10
navigator,plagiarism,1
navigator,navigate,2
navigator,surgeon,3
navigator,navigation,4
navigator,curator,5
navigator,pier,6
navigator,buoy,7
navigator,convict,8
navigator,juggle,9
navigator,adventurer,10
mercury,planet,1
mercury,saffron,2
mercury,philosophy,3
mercury,treatise,4
mercury,arsenic,5
mercury,planets,6
mercury,crystal,7
mercury,copper,8
mercury,ruby,9
mercury,armour,10
thumb,finger,1
thumb,spoon,2
thumb,elbow,3
thumb,shoulder,4
thumb,soot,5
thumb,forefinger,6
thumb,knee,7
thumb,basket,8
thumb,edge,9
thumb,water,10
maker,keeper,1
maker,butler,2
maker,bearer,3
maker,tavern,4
maker,painter,5
maker,grape,6
maker,sewer,7
maker,seller,8
maker,halter,9
maker,collector,10
hotel,newspaper,1
hotel,telephone,2
hotel,minutes,3
hotel,restaurant,4
hotel,police,5
hotel,taxi,6
hotel,picture,7
hotel,weekend,8
hotel,ticket,9
hotel,politician,10
rank,highest,1
rank,superior,2
rank,authority,3
rank,equal,4
rank,appearance,5
rank,secret,6
rank,limit,7
rank,govern,8
rank,public,9
rank,conduct,10
ivory,slave,1
ivory,constellation,2
ivory,edict,3
ivory,witness,4
ivory,founder,5
ivory,enrich,6
ivory,abolish,7
ivory,posterity,8
ivory,govern,9
ivory,depart,10
universe,enjoyment,1
universe,attendant,2
universe,religious,3
universe,excellence,4
universe,attachment,5
universe,essence,6
universe,knowledge,7
universe,desire,8
universe,musical,9
universe,follower,10
breeze,surf,1
breeze,misty,2
breeze,waves,3
breeze,wave,4
breeze,wind,5
breeze,tide,6
breeze,deep,7
breeze,breath,8
breeze,float,9
breeze,paddle,10
serpent,multitude,1
serpent,serpents,2
serpent,wicked,3
serpent,purity,4
serpent,observance,5
serpent,destruction,6
serpent,distress,7
serpent,incarnation,8
serpent,gold,9
serpent,ascetic,10
perception,meditation,1
perception,agitation,2
perception,excellence,3
perception,purity,4
perception,conception,5
perception,annihilation,6
perception,separation,7
perception,restraint,8
perception,dissolution,9
perception,censure,10
ax,,1
ax,,2
ax,,3
ax,,4
ax,,5
ax,,6
ax,,7
ax,,8
ax,,9
ax,,10
tiger,elder,1
tiger,rice,2
tiger,tigers,3
tiger,bamboos,4
tiger,flower,5
tiger,grain,6
tiger,jungle,7
tiger,bamboo,8
tiger,monkey,9
tiger,opium,10
ship,ships,1
ship,captain,2
ship,passage,3
ship,anchor,4
ship,breaker,5
ship,commons,6
ship,crew,7
ship,stern,8
ship,sails,9
ship,voyage,10
birthplace,bribery,1
birthplace,tragic,2
birthplace,contemporary,3
birthplace,capitol,4
birthplace,predict,5
birthplace,historian,6
birthplace,interrupt,7
birthplace,constellation,8
birthplace,grandson,9
birthplace,unaccustomed,10
scotch,buff,1
scotch,bonnet,2
scotch,knight,3
scotch,parish,4
scotch,snug,5
scotch,borough,6
scotch,penny,7
scotch,oats,8
scotch,entail,9
scotch,peat,10
luster,mold,1
luster,pretense,2
luster,fulfill,3
luster,vigor,4
luster,laborer,5
luster,specter,6
luster,labor,7
luster,favorable,8
luster,rumor,9
luster,maneuver,10
reprimand,trick,1
reprimand,reconcile,2
reprimand,discord,3
reprimand,offend,4
reprimand,cunning,5
reprimand,dissipate,6
reprimand,divulge,7
reprimand,renounce,8
reprimand,convoy,9
reprimand,nonsense,10
agent,margin,1
agent,drainage,2
agent,utility,3
agent,sponsor,4
agent,housing,5
agent,percussion,6
agent,liability,7
agent,synthetic,8
agent,retaining,9
agent,template,10
buck,horn,1
buck,buckle,2
buck,snuff,3
buck,tick,4
buck,hound,5
buck,latch,6
buck,shoe,7
buck,butcher,8
buck,claw,9
buck,bolt,10
roller,cutter,1
roller,screw,2
roller,crank,3
roller,gallery,4
roller,varnish,5
roller,gland,6
roller,balance,7
roller,regulator,8
roller,clerk,9
roller,parade,10
spawning,salmon,1
spawning,spruce,2
spawning,spawn,3
spawning,cranberry,4
spawning,trout,5
spawning,halibut,6
spawning,herring,7
spawning,grouse,8
spawning,drifting,9
spawning,inlet,10
shit,grandfather,1
shit,shin,2
shit,dodged,3
shit,farts,4
shit,ash,5
shit,jail,6
shit,cornfield,7
shit,mushy,8
shit,got,9
shit,handicapped,10
harbor,favorite,1
harbor,traveler,2
harbor,rumor,3
harbor,honor,4
harbor,color,5
harbor,endeavor,6
harbor,neighborhood,7
harbor,favorable,8
harbor,behavior,9
harbor,traveling,10
homer,judges,1
homer,towers,2
homer,cavalry,3
homer,command,4
homer,assemblies,5
homer,pastures,6
homer,city,7
homer,pillars,8
homer,colonists,9
homer,choice,10
curtain,button,1
curtain,screen,2
curtain,brush,3
curtain,watch,4
curtain,door,5
curtain,lock,6
curtain,paper,7
curtain,raise,8
curtain,pocket,9
curtain,tower,10
infantry,cavalry,1
infantry,assert,2
infantry,legion,3
infantry,commander,4
infantry,judicial,5
infantry,architect,6
infantry,military,7
infantry,artillery,8
infantry,harsh,9
infantry,digest,10
thyme,lavender,1
thyme,cloak,2
thyme,butler,3
thyme,poppy,4
thyme,galley,5
thyme,tavern,6
thyme,fennel,7
thyme,clove,8
thyme,crown,9
thyme,fuller,10
attempt,unaccustomed,1
attempt,disappoint,2
attempt,unnatural,3
attempt,view,4
attempt,employ,5
attempt,lighten,6
attempt,debate,7
attempt,possibility,8
attempt,choice,9
attempt,safe,10
rule,conduct,1
rule,reverence,2
rule,array,3
rule,divine,4
rule,brightness,5
rule,delight,6
rule,instruction,7
rule,proclaim,8
rule,distress,9
rule,vow,10
buggy,wagon,1
buggy,prairie,2
buggy,shotgun,3
buggy,whiskey,4
buggy,hitched,5
buggy,poker,6
buggy,pecan,7
buggy,salon,8
buggy,rocker,9
buggy,cookie,10
divinity,piety,1
divinity,delight,2
divinity,eminent,3
divinity,divine,4
divinity,superiority,5
divinity,quarter,6
divinity,author,7
divinity,faculty,8
divinity,mistress,9
divinity,copious,10
model,average,1
model,warehouse,2
model,experiment,3
model,talent,4
model,civilian,5
model,reform,6
model,atomic,7
model,award,8
model,outline,9
model,patrol,10
eel,shell,1
eel,shark,2
eel,crab,3
eel,oven,4
eel,net,5
eel,tide,6
eel,shellfish,7
eel,fish,8
eel,sea,9
eel,paddle,10
flight,memory,1
flight,landing,2
flight,recovery,3
flight,battery,4
flight,safety,5
flight,boarding,6
flight,brake,7
flight,gallery,8
flight,pilot,9
flight,engine,10
sculpture,sculptor,1
sculpture,displace,2
sculpture,veterinary,3
sculpture,epoch,4
sculpture,inhibition,5
sculpture,vocation,6
sculpture,illumination,7
sculpture,chandelier,8
sculpture,pave,9
sculpture,pavement,10
department,education,1
department,training,2
department,engineering,3
department,committee,4
department,secretary,5
department,headquarters,6
department,policy,7
department,educational,8
department,currency,9
department,national,10
verse,verses,1
verse,mansion,2
verse,fostering,3
verse,inferred,4
verse,foes,5
verse,purity,6
verse,excellence,7
verse,splendour,8
verse,planet,9
verse,attendant,10
mane,clan,1
mane,calf,2
mane,thorny,3
mane,milk,4
mane,smear,5
mane,kale,6
mane,web,7
mane,stone,8
mane,tale,9
mane,thorn,10
conspiracy,condemnation,1
conspiracy,credible,2
conspiracy,luxurious,3
conspiracy,cunning,4
conspiracy,prolong,5
conspiracy,disgrace,6
conspiracy,assurance,7
conspiracy,scorn,8
conspiracy,overthrow,9
conspiracy,robbery,10
treaty,criminal,1
treaty,military,2
treaty,deposit,3
treaty,appeal,4
treaty,relief,5
treaty,foreign,6
treaty,capital,7
treaty,taxation,8
treaty,administration,9
treaty,commercial,10
toad,squirrel,1
toad,wasp,2
toad,witch,3
toad,kneel,4
toad,yeast,5
toad,weed,6
toad,blister,7
toad,broom,8
toad,claw,9
toad,measles,10
barbecue,toilet,1
barbecue,motel,2
barbecue,binoculars,3
barbecue,opener,4
barbecue,wheelchair,5
barbecue,scary,6
barbecue,bathroom,7
barbecue,heater,8
barbecue,diaper,9
barbecue,sunglasses,10
leap,thrust,1
leap,faint,2
leap,delay,3
leap,bruise,4
leap,weary,5
leap,mock,6
leap,cast,7
leap,fury,8
leap,contend,9
leap,draw,10
courage,danger,1
courage,gain,2
courage,boldness,3
courage,fury,4
courage,profit,5
courage,silence,6
courage,witty,7
courage,dreadful,8
courage,affront,9
courage,outrage,10
poem,poets,1
poem,noble,2
poem,prose,3
poem,friendship,4
poem,defence,5
poem,epic,6
poem,manners,7
poem,castle,8
poem,false,9
poem,disgrace,10
gulf,tyrant,1
gulf,colony,2
gulf,pernicious,3
gulf,inhabit,4
gulf,unheard,5
gulf,prescribe,6
gulf,founder,7
gulf,lighten,8
gulf,impunity,9
gulf,banish,10
settlement,prevention,1
settlement,exchange,2
settlement,consumption,3
settlement,delivery,4
settlement,provisional,5
settlement,defamation,6
settlement,suit,7
settlement,durability,8
settlement,adjustment,9
settlement,acceptance,10
street,newspaper,1
street,minutes,2
street,park,3
street,factory,4
street,dinner,5
street,book,6
street,restaurant,7
street,shop,8
street,customer,9
street,police,10
flip,flipped,1
flip,grab,2
flip,bump,3
flip,flipping,4
flip,barbecue,5
flip,sniff,6
flip,flush,7
flip,kick,8
flip,freezer,9
flip,drop,10
predecessor,decipher,1
predecessor,perjury,2
predecessor,treason,3
predecessor,inequality,4
predecessor,hostage,5
predecessor,memorable,6
predecessor,accomplice,7
predecessor,prodigy,8
predecessor,speculate,9
predecessor,superfluous,10
tone,tones,1
tone,tonal,2
tone,soup,3
tone,brackets,4
tone,elder,5
tone,greetings,6
tone,melon,7
tone,bridge,8
tone,discuss,9
tone,fetish,10
judgment,decree,1
judgment,judge,2
judgment,pledge,3
judgment,folly,4
judgment,acknowledgment,5
judgment,prevail,6
judgment,execution,7
judgment,discretion,8
judgment,oath,9
judgment,linen,10
frontier,capital,1
frontier,dynasty,2
frontier,elegant,3
frontier,talent,4
frontier,confer,5
frontier,myriad,6
frontier,brilliant,7
frontier,rebellion,8
frontier,vacancy,9
frontier,urgent,10
vinegar,wine,1
vinegar,lettuce,2
vinegar,linen,3
vinegar,broth,4
vinegar,supper,5
vinegar,garlic,6
vinegar,grapes,7
vinegar,tavern,8
vinegar,brine,9
vinegar,vineyard,10
tea,cold,1
tea,teapot,2
tea,thank,3
tea,cup,4
tea,clothes,5
tea,station,6
tea,orange,7
tea,policeman,8
tea,visiting,9
tea,electricity,10
convenience,expense,1
convenience,convenient,2
convenience,outset,3
convenience,retirement,4
convenience,receipt,5
convenience,admission,6
convenience,recommendation,7
convenience,subscription,8
convenience,resign,9
convenience,vacancy,10
theater,railroad,1
theater,movie,2
theater,license,3
theater,movies,4
theater,restaurant,5
theater,maneuver,6
theater,mailman,7
theater,schedule,8
theater,gasoline,9
theater,pajamas,10
practice,practices,1
practice,universe,2
practice,musical,3
practice,reality,4
practice,religious,5
practice,performance,6
practice,enjoyment,7
practice,essence,8
practice,influence,9
practice,effort,10
ham,bar,1
ham,dam,2
ham,til,3
ham,ram,4
ham,barns,5
ham,bud,6
ham,mere,7
ham,heart,8
ham,hath,9
ham,lag,10
winter,summer,1
winter,snow,2
winter,frozen,3
winter,ice,4
winter,willow,5
winter,cold,6
winter,autumn,7
winter,lake,8
winter,snowing,9
winter,stove,10
trap,finger,1
trap,knife,2
trap,hole,3
trap,skin,4
trap,edible,5
trap,cooked,6
trap,basket,7
trap,shoulder,8
trap,chew,9
trap,water,10
scribe,pomegranate,1
scribe,purification,2
scribe,adversary,3
scribe,artisan,4
scribe,sustenance,5
scribe,terror,6
scribe,slaughter,7
scribe,wrath,8
scribe,offering,9
scribe,vow,10
fauna,flora,1
fauna,archive,2
fauna,usage,3
fauna,jugs,4
fauna,version,5
fauna,kidney,6
fauna,studies,7
fauna,excerpts,8
fauna,witnesses,9
fauna,lexicon,10
jellyfish,shellfish,1
jellyfish,squid,2
jellyfish,fishing,3
jellyfish,beach,4
jellyfish,mangrove,5
jellyfish,clam,6
jellyfish,mackerel,7
jellyfish,swordfish,8
jellyfish,fish,9
jellyfish,crab,10
delay,cunning,1
delay,reward,2
delay,comfort,3
delay,leap,4
delay,disgrace,5
delay,compel,6
delay,haste,7
delay,pledge,8
delay,severity,9
delay,throng,10
sunrise,sunset,1
sunrise,footprint,2
sunrise,father-in-law,3
sunrise,saliva,4
sunrise,ankle,5
sunrise,sister-in-law,6
sunrise,brother-in-law,7
sunrise,widower,8
sunrise,nephew,9
sunrise,niece,10
anthem,delegate,1
anthem,plumber,2
anthem,fanatic,3
anthem,dictate,4
anthem,pedestrian,5
anthem,rehearsal,6
anthem,electrician,7
anthem,auditorium,8
anthem,misuse,9
anthem,brewery,10
fund,policy,1
fund,committee,2
fund,service,3
fund,training,4
fund,economy,5
fund,export,6
fund,appeal,7
fund,certificate,8
fund,department,9
fund,prize,10
bandit,,1
bandit,,2
bandit,,3
bandit,,4
bandit,,5
bandit,,6
bandit,,7
bandit,,8
bandit,,9
bandit,,10
jack,cuff,1
jack,apple,2
jack,gallery,3
jack,tenor,4
jack,beef,5
jack,cabin,6
jack,buff,7
jack,devil,8
jack,roller,9
jack,penny,10
champion,match,1
champion,manslaughter,2
champion,hostage,3
champion,accommodation,4
champion,yacht,5
champion,exploit,6
champion,cruise,7
champion,dictate,8
champion,speed,9
champion,clash,10
shellfish,fishing,1
shellfish,fish,2
shellfish,crab,3
shellfish,shark,4
shellfish,jellyfish,5
shellfish,octopus,6
shellfish,beach,7
shellfish,shell,8
shellfish,squid,9
shellfish,canoe,10
cop,cob,1
cop,cot,2
cop,cap,3
cop,thorn,4
cop,cal,5
cop,cup,6
cop,cattle,7
cop,lent,8
cop,bulb,9
cop,bull,10
daytime,fingernail,1
daytime,grandchild,2
daytime,uncooked,3
daytime,footprint,4
daytime,niece,5
daytime,older,6
daytime,nephew,7
daytime,big,8
daytime,firewood,9
daytime,toenail,10
cottage,bleak,1
cottage,rye,2
cottage,ingenious,3
cottage,hearty,4
cottage,bargain,5
cottage,pirate,6
cottage,dreary,7
cottage,cottages,8
cottage,hinge,9
cottage,snug,10
warp,spindle,1
warp,loom,2
warp,stake,3
warp,beam,4
warp,iron,5
warp,frame,6
warp,yarn,7
warp,shrink,8
warp,knot,9
warp,cock,10
cider,venison,1
cider,cellar,2
cider,buckle,3
cider,chimney,4
cider,annuity,5
cider,rye,6
cider,hound,7
cider,pulpit,8
cider,butcher,9
cider,beet,10
box,chair,1
box,ticket,2
box,match,3
box,piano,4
box,paper,5
box,thermometer,6
box,camera,7
box,soap,8
box,plate,9
box,pencil,10
ritual,rituals,1
ritual,ceremonial,2
ritual,harvested,3
ritual,identified,4
ritual,believed,5
ritual,harvest,6
ritual,anus,7
ritual,burial,8
ritual,baskets,9
ritual,protruding,10
coin,justice,1
coin,inclination,2
coin,weight,3
coin,prudence,4
coin,lent,5
coin,candle,6
coin,profit,7
coin,porter,8
coin,grace,9
coin,poppy,10
crab,fish,1
crab,shell,2
crab,shark,3
crab,breadfruit,4
crab,coconut,5
crab,crabs,6
crab,fishing,7
crab,coral,8
crab,coconuts,9
crab,turtle,10
grouping,feature,1
grouping,analysis,2
grouping,recording,3
grouping,classified,4
grouping,group,5
grouping,distribution,6
grouping,abrasive,7
grouping,structural,8
grouping,basic,9
grouping,symbolism,10
crayon,palette,1
crayon,piston,2
crayon,farce,3
crayon,screw,4
crayon,varnish,5
crayon,teller,6
crayon,clerk,7
crayon,valve,8
crayon,pamphlet,9
crayon,apprentice,10
chorus,wave,1
chorus,challenge,2
chorus,elaborate,3
chorus,pavement,4
chorus,champion,5
chorus,pale,6
chorus,vivid,7
chorus,miniature,8
chorus,foster,9
chorus,costume,10
attachment,ascetic,1
attachment,enjoyment,2
attachment,accomplishment,3
attachment,meditation,4
attachment,attainment,5
attachment,devotion,6
attachment,universe,7
attachment,mansion,8
attachment,peacock,9
attachment,essence,10
netting,lashing,1
netting,lobster,2
netting,timber,3
netting,grating,4
netting,timbers,5
netting,mackerel,6
netting,jack,7
netting,bait,8
netting,tide,9
netting,butt,10
barley,wheat,1
barley,fodder,2
barley,yoke,3
barley,pomegranate,4
barley,copper,5
barley,sealed,6
barley,grain,7
barley,scribe,8
barley,flour,9
barley,demons,10
swirl,splash,1
swirl,flicker,2
swirl,rumble,3
swirl,loop,4
swirl,bump,5
swirl,topple,6
swirl,flare,7
swirl,flick,8
swirl,furtive,9
swirl,husky,10
blend,cheer,1
blend,oust,2
blend,disconnect,3
blend,trim,4
blend,retail,5
blend,receipt,6
blend,lunatic,7
blend,scan,8
blend,brawl,9
blend,assess,10
sleeve,screw,1
sleeve,collar,2
sleeve,button,3
sleeve,coat,4
sleeve,paper,5
sleeve,door,6
sleeve,glove,7
sleeve,jelly,8
sleeve,clock,9
sleeve,lining,10
suppression,absorption,1
suppression,perceptible,2
suppression,contemplation,3
suppression,omission,4
suppression,exclusion,5
suppression,dissolution,6
suppression,contradiction,7
suppression,individuality,8
suppression,preservation,9
suppression,motive,10
rail,radius,1
rail,soluble,2
rail,screw,3
rail,dresser,4
rail,conductor,5
rail,gradient,6
rail,breaker,7
rail,brake,8
rail,licence,9
rail,ignition,10
service,management,1
service,standard,2
service,ticket,3
service,insurance,4
service,amateur,5
service,duty,6
service,penalty,7
service,suit,8
service,talent,9
service,rate,10
advantage,agree,1
advantage,earnest,2
advantage,gain,3
advantage,admit,4
advantage,blame,5
advantage,advantageous,6
advantage,surrender,7
advantage,necessity,8
advantage,exercise,9
advantage,effect,10
opinion,public,1
opinion,argument,2
opinion,danger,3
opinion,opinions,4
opinion,attention,5
opinion,impression,6
opinion,duty,7
opinion,business,8
opinion,gain,9
opinion,silence,10
failure,success,1
failure,election,2
failure,sympathy,3
failure,vivid,4
failure,candidate,5
failure,progress,6
failure,novel,7
failure,scene,8
failure,criticism,9
failure,prices,10
blast,blight,1
blast,mantle,2
blast,fancy,3
blast,bolster,4
blast,craft,5
blast,compass,6
blast,fair,7
blast,puff,8
blast,gust,9
blast,tedious,10
heel,nail,1
heel,flea,2
heel,tick,3
heel,knee,4
heel,puddle,5
heel,cheek,6
heel,tooth,7
heel,shoe,8
heel,cough,9
heel,elbow,10
establishment,admission,1
establishment,observation,2
establishment,legitimate,3
establishment,inspection,4
establishment,circulation,5
establishment,excursion,6
establishment,balance,7
establishment,inspector,8
establishment,naval,9
establishment,calculation,10
rhyme,ballad,1
rhyme,parish,2
rhyme,fair,3
rhyme,sly,4
rhyme,rhymes,5
rhyme,superstition,6
rhyme,hurdle,7
rhyme,chess,8
rhyme,feat,9
rhyme,stall,10
utility,denomination,1
utility,margin,2
utility,liability,3
utility,casual,4
utility,veracity,5
utility,moderate,6
utility,parity,7
utility,auditor,8
utility,abolition,9
