word,neighbour,i
barley,butter,3
barley,yoke,4
barley,leather,5
barley,mule,6
barley,reed,7
barley,sheep,8
barley,lentils,9
barley,oxen,10
sleeve,curtain,1
sleeve,thoroughfare,2
sleeve,screw,3
sleeve,button,4
sleeve,collar,5
sleeve,odd,6
sleeve,manage,7
sleeve,steam,8
sleeve,lining,9
sleeve,board,10
rail,breaker,1
rail,skater,2
rail,clip,3
rail,brake,4
rail,licence,5
rail,ignition,6
rail,clutch,7
rail,liqueur,8
rail,piston,9
rail,imaginable,10
service,trade,1
service,fund,2
service,rate,3
service,office,4
service,public,5
service,corps,6
service,national,7
service,station,8
service,report,9
service,postal,10
advantage,contrary,1
advantage,choice,2
advantage,reward,3
advantage,danger,4
advantage,delay,5
advantage,lively,6
advantage,free,7
advantage,courteous,8
advantage,courage,9
advantage,inclined,10
opinion,public,1
opinion,danger,2
opinion,argument,3
opinion,votes,4
opinion,value,5
opinion,importance,6
opinion,proportion,7
opinion,notice,8
opinion,force,9
opinion,admit,10
failure,progress,1
failure,success,2
failure,novel,3
failure,criticism,4
failure,prices,5
failure,scene,6
failure,prize,7
failure,interest,8
failure,approval,9
failure,proposal,10
heel,hammer,1
heel,fork,2
heel,nail,3
heel,flea,4
heel,knuckle,5
heel,hatch,6
heel,bleed,7
heel,kick,8
heel,tick,9
heel,knee,10
rhyme,ballad,1
rhyme,nursery,2
rhyme,mortality,3
rhyme,dare,4
rhyme,frail,5
rhyme,stark,6
rhyme,parish,7
rhyme,shank,8
rhyme,stroke,9
rhyme,grim,10
sink,stir,1
sink,draw,2
sink,turn,3
sink,swell,4
sink,settle,5
sink,harden,6
sink,weigh,7
sink,melt,8
sink,dash,9
sink,grow,10
scheme,scenery,1
scheme,views,2
scheme,landscape,3
scheme,failure,4
scheme,criticism,5
scheme,progress,6
scheme,funds,7
scheme,outline,8
scheme,handwriting,9
scheme,remark,10
debate,attempt,1
debate,mistrust,2
debate,fashion,3
debate,choice,4
debate,defence,5
debate,declare,6
debate,ratify,7
debate,subsidy,8
debate,prolong,9
debate,demand,10
monk,monks,1
monk,monastery,2
monk,monastic,3
monk,relics,4
monk,pavilion,5
monk,monasteries,6
monk,novice,7
monk,ordination,8
monk,nuns,9
monk,militia,10
crow,navel,1
crow,owl,2
crow,peacock,3
crow,mustard,4
crow,phlegm,5
crow,breast,6
crow,moon,7
crow,pond,8
crow,ear,9
crow,elephant,10
gear,gauge,1
gear,brake,2
gear,dummy,3
gear,adjustable,4
gear,engine,5
gear,skid,6
gear,jumper,7
gear,breakdown,8
gear,battery,9
gear,corduroy,10
neighborhood,rumor,1
neighborhood,neighbor,2
neighborhood,theater,3
neighborhood,traveler,4
neighborhood,traveling,5
neighborhood,favorite,6
neighborhood,harbor,7
neighborhood,honor,8
neighborhood,railroad,9
neighborhood,labor,10
liberty,contrary,1
liberty,bounds,2
liberty,draught,3
liberty,counterfeit,4
liberty,wrought,5
liberty,lay,6
liberty,obliged,7
liberty,humour,8
liberty,proportion,9
liberty,void,10
beer,maize,1
beer,porridge,2
beer,leopard,3
beer,pumpkin,4
beer,goats,5
beer,goat,6
beer,hut,7
beer,pot,8
beer,hoe,9
beer,cob,10
wool,linen,1
wool,leather,2
wool,lamb,3
wool,fuller,4
wool,spindle,5
wool,ribbons,6
wool,merry,7
wool,vault,8
wool,helmet,9
wool,shepherd,10
bread,lamb,1
bread,saddle,2
bread,collar,3
bread,beard,4
bread,butcher,5
bread,shoe,6
bread,dough,7
bread,candle,8
bread,grapes,9
bread,devil,10
splendor,armor,1
splendor,vigor,2
splendor,endeavor,3
splendor,honor,4
splendor,savor,5
splendor,clamor,6
splendor,valor,7
splendor,honorable,8
splendor,favorable,9
splendor,tumor,10
brake,gear,1
brake,gauge,2
brake,skid,3
brake,battery,4
brake,pneumatic,5
brake,screw,6
brake,ignition,7
brake,stamp,8
brake,directory,9
brake,radiator,10
student,schedule,1
student,study,2
student,newspaper,3
student,students,4
student,classroom,5
student,average,6
student,bookstore,7
student,everyday,8
student,magazine,9
student,department,10
procession,marriage,1
procession,cake,2
procession,cholera,3
procession,lamp,4
procession,carpenter,5
procession,spices,6
procession,powder,7
procession,charitable,8
procession,festival,9
procession,weight,10
outline,summary,1
outline,supply,2
outline,shorthand,3
outline,risky,4
outline,commonplace,5
outline,model,6
outline,reconstruct,7
outline,eccentric,8
outline,adapt,9
outline,subsidize,10
fool,nonsense,1
fool,trick,2
fool,bargain,3
fool,devil,4
fool,heels,5
fool,loaf,6
fool,brains,7
fool,mad,8
fool,darling,9
fool,glove,10
sheet,gauge,1
sheet,wheel,2
sheet,screw,3
sheet,glass,4
sheet,brake,5
sheet,gear,6
sheet,pump,7
sheet,holder,8
sheet,board,9
sheet,engine,10
picture,room,1
picture,hours,2
picture,temperature,3
picture,newspaper,4
picture,desk,5
picture,health,6
picture,success,7
picture,accident,8
picture,pictures,9
picture,hour,10
excellence,purity,1
excellence,lustre,2
excellence,intellect,3
excellence,firmness,4
excellence,fitness,5
excellence,affection,6
excellence,planet,7
excellence,superiority,8
excellence,agitation,9
excellence,concealment,10
kettle,beaver,1
kettle,pail,2
kettle,grease,3
kettle,fork,4
kettle,wolf,5
kettle,bleed,6
kettle,spoon,7
kettle,apron,8
kettle,snow,9
kettle,prairie,10
trim,brood,1
trim,buckle,2
trim,puff,3
trim,trimming,4
trim,curl,5
trim,stir,6
trim,tumble,7
trim,lodging,8
trim,bolt,9
trim,sly,10
tomb,musician,1
tomb,sigh,2
tomb,rich,3
tomb,sincere,4
tomb,envoy,5
tomb,fountain,6
tomb,elegant,7
tomb,tyrant,8
tomb,rebel,9
tomb,poverty,10
descendant,offspring,1
descendant,warrior,2
descendant,outcast,3
descendant,semen,4
descendant,blossom,5
descendant,purification,6
descendant,beloved,7
descendant,offering,8
descendant,vow,9
descendant,lover,10
reserve,cancel,1
reserve,average,2
reserve,transfer,3
reserve,provisional,4
reserve,appeal,5
reserve,deposit,6
reserve,delivery,7
reserve,certificate,8
reserve,survey,9
reserve,arrest,10
weather,dinner,1
weather,health,2
weather,hour,3
weather,street,4
weather,room,5
weather,window,6
weather,clock,7
weather,cold,8
weather,storm,9
weather,hours,10
army,enemy,1
army,country,2
army,battle,3
army,war,4
army,power,5
army,victory,6
army,strength,7
army,natural,8
army,nature,9
army,troops,10
cream,clock,1
cream,steering,2
cream,cupboard,3
cream,glasses,4
cream,cheese,5
cream,engine,6
cream,vanilla,7
cream,toilet,8
cream,salad,9
cream,window,10
maize,leopard,1
maize,porridge,2
maize,pumpkin,3
maize,hoe,4
maize,pot,5
maize,beer,6
maize,cob,7
maize,goat,8
maize,beads,9
maize,termite,10
salary,expenses,1
salary,appointment,2
salary,savings,3
salary,customer,4
salary,detective,5
salary,apologize,6
salary,criticism,7
salary,subscription,8
salary,price,9
salary,examination,10
document,documents,1
document,official,2
document,unit,3
document,date,4
document,responsibility,5
document,legal,6
document,prison,7
document,handwriting,8
document,ownership,9
document,instructions,10
color,colored,1
color,colors,2
color,flavor,3
color,odor,4
color,labor,5
color,honor,6
color,vapor,7
color,coloring,8
color,rumor,9
color,laborer,10
stain,polish,1
stain,sparkle,2
stain,mistrust,3
stain,plunge,4
stain,ratify,5
stain,disguise,6
stain,discourage,7
stain,distrust,8
stain,cheer,9
stain,whim,10
report,national,1
report,talent,2
report,service,3
report,issue,4
report,trade,5
report,spare,6
report,resign,7
report,conference,8
report,station,9
report,average,10
date,extra,1
date,manager,2
date,ticket,3
date,record,4
date,signature,5
date,box,6
date,total,7
date,vote,8
date,piano,9
date,bridge,10
sketch,brutal,1
sketch,occupy,2
sketch,revival,3
sketch,coach,4
sketch,compose,5
sketch,propose,6
sketch,inspire,7
sketch,torpedo,8
sketch,colossal,9
sketch,cordial,10
coast,sea,1
coast,island,2
coast,islands,3
coast,sail,4
coast,dolphin,5
coast,mainland,6
coast,east,7
coast,shore,8
coast,winds,9
coast,banks,10
industry,economy,1
industry,policy,2
industry,industrial,3
industry,committee,4
industry,engineering,5
industry,factory,6
industry,nuclear,7
industry,broadcasting,8
industry,financial,9
industry,output,10
affair,utmost,1
affair,countenance,2
affair,affairs,3
affair,whole,4
affair,cares,5
affair,declining,6
affair,manners,7
affair,fine,8
affair,particulars,9
affair,temper,10
praise,desire,1
praise,wise,2
praise,destroy,3
praise,joy,4
praise,wicked,5
praise,purity,6
praise,delight,7
praise,distress,8
praise,darkness,9
praise,dwelling,10
lamb,lambs,1
lamb,shepherd,2
lamb,wool,3
lamb,bread,4
lamb,pasture,5
lamb,juniper,6
lamb,baker,7
lamb,loaf,8
lamb,meadow,9
lamb,sheep,10
emergency,traffic,1
emergency,agency,2
emergency,insurance,3
emergency,facilities,4
emergency,financial,5
emergency,savings,6
emergency,postcard,7
emergency,tourist,8
emergency,policy,9
emergency,unemployment,10
weapon,semen,1
weapon,moon,2
weapon,demon,3
weapon,magical,4
weapon,peacock,5
weapon,earth,6
weapon,elephant,7
weapon,universe,8
weapon,planet,9
weapon,female,10
transport,brigade,1
transport,model,2
transport,route,3
transport,trade,4
transport,export,5
transport,signal,6
transport,label,7
transport,hygiene,8
transport,service,9
transport,navigation,10
tumult,contention,1
tumult,oppression,2
tumult,malice,3
tumult,affliction,4
tumult,reproach,5
tumult,deceit,6
tumult,freshness,7
tumult,contentious,8
tumult,terror,9
tumult,gentleness,10
tide,fishing,1
tide,fish,2
tide,paddle,3
tide,reef,4
tide,shark,5
tide,bait,6
tide,net,7
tide,canoe,8
tide,beach,9
tide,crab,10
wrath,trembling,1
wrath,sweetness,2
wrath,dwelling,3
wrath,wicked,4
wrath,vow,5
wrath,habitation,6
wrath,multitude,7
wrath,terror,8
wrath,purity,9
wrath,progeny,10
communication,inspection,1
communication,circulation,2
communication,educational,3
communication,ratio,4
communication,capacity,5
communication,examination,6
communication,atmospheric,7
communication,enterprise,8
communication,constitutional,9
communication,transmission,10
bargain,dash,1
bargain,fair,2
bargain,fool,3
bargain,hearty,4
bargain,heels,5
bargain,fancy,6
bargain,odd,7
bargain,draught,8
bargain,temper,9
bargain,clerk,10
essay,reform,1
essay,scheme,2
essay,books,3
essay,career,4
essay,revise,5
essay,recommend,6
essay,reputation,7
essay,landscape,8
essay,scenery,9
essay,model,10
buffalo,forehead,1
buffalo,snake,2
buffalo,younger,3
buffalo,thread,4
buffalo,bracelet,5
buffalo,necklace,6
buffalo,neck,7
buffalo,crow,8
buffalo,elder,9
buffalo,seed,10
dinner,hour,1
dinner,book,2
dinner,hours,3
dinner,street,4
dinner,room,5
dinner,stairs,6
dinner,worse,7
dinner,health,8
dinner,weather,9
dinner,minutes,10
darkness,destruction,1
darkness,dwelling,2
darkness,cloud,3
darkness,distress,4
darkness,trembling,5
darkness,desire,6
darkness,womb,7
darkness,wicked,8
darkness,multitude,9
darkness,serpent,10
laugh,laughing,1
laugh,pick,2
laugh,shut,3
laugh,take,4
laugh,leave,5
laugh,cold,6
laugh,soak,7
laugh,dirty,8
laugh,knock,9
laugh,swallow,10
trade,rate,1
trade,office,2
trade,service,3
trade,transit,4
trade,patent,5
trade,export,6
trade,fund,7
trade,commission,8
trade,spare,9
trade,pension,10
brush,button,1
brush,leak,2
brush,soak,3
brush,slide,4
brush,grease,5
brush,roast,6
brush,stove,7
brush,paint,8
brush,pick,9
brush,wash,10
compass,transom,1
compass,stag,2
compass,winding,3
compass,hawking,4
compass,sails,5
compass,usher,6
compass,wrought,7
compass,crust,8
compass,cast,9
compass,curb,10
gap,track,1
gap,flash,2
gap,grip,3
gap,collapse,4
gap,splinter,5
gap,rotate,6
gap,rap,7
gap,sip,8
gap,drop,9
gap,flex,10
depth,breadth,1
depth,thickness,2
depth,chain,3
depth,lock,4
depth,grace,5
depth,height,6
depth,plaster,7
depth,weight,8
depth,comfort,9
depth,vanity,10
gall,poems,1
gall,jock,2
gall,inventories,3
gall,fishings,4
gall,geek,5
gall,fishers,6
gall,perils,7
gall,ballads,8
gall,lads,9
gall,shepherd,10
method,internal,1
method,theory,2
method,detailed,3
method,control,4
method,physical,5
method,system,6
method,stage,7
method,current,8
method,unit,9
method,technique,10
traveler,traveling,1
traveler,marvelous,2
traveler,harbor,3
traveler,laborer,4
traveler,neighborhood,5
traveler,theater,6
traveler,travelers,7
traveler,parlor,8
traveler,rumor,9
traveler,endeavor,10
president,students,1
president,employees,2
president,police,3
president,election,4
president,newspapers,5
president,chairman,6
president,magazines,7
president,government,8
president,hospital,9
president,factories,10
pilot,hostess,1
pilot,engineer,2
pilot,clock,3
pilot,directory,4
pilot,pump,5
pilot,operator,6
pilot,brake,7
pilot,cabin,8
pilot,dock,9
pilot,pedestrian,10
dollar,dollars,1
dollar,cents,2
dollar,box,3
dollar,store,4
dollar,noon,5
dollar,summer,6
dollar,dishes,7
dollar,bank,8
dollar,socks,9
dollar,shirts,10
chamber,vault,1
chamber,furnace,2
chamber,guard,3
chamber,clerk,4
chamber,breeding,5
chamber,artillery,6
chamber,crown,7
chamber,receiver,8
chamber,vein,9
chamber,proof,10
proportion,proposition,1
proportion,affect,2
proportion,liberty,3
proportion,oblige,4
proportion,remarkable,5
proportion,contrary,6
proportion,courage,7
proportion,defence,8
proportion,opinion,9
proportion,deprive,10
prisoner,lawyer,1
prisoner,facts,2
prisoner,prison,3
prisoner,climate,4
prisoner,interest,5
prisoner,newspaper,6
prisoner,criminal,7
prisoner,paper,8
prisoner,health,9
prisoner,handwriting,10
island,sea,1
island,islands,2
island,canoe,3
island,beach,4
island,canoes,5
island,reef,6
island,shark,7
island,octopus,8
island,fishing,9
island,fish,10
parent,distant,1
parent,deep,2
parent,thunder,3
parent,divide,4
parent,food,5
parent,bones,6
parent,cousins,7
parent,clouds,8
parent,feathers,9
parent,uncooked,10
office,shop,1
office,trade,2
office,rate,3
office,station,4
office,signal,5
office,suit,6
office,service,7
office,cabinet,8
office,corps,9
office,department,10
flag,book,1
flag,copy,2
flag,pocket,3
flag,blank,4
flag,firing,5
flag,balloon,6
flag,torpedo,7
flag,appeal,8
flag,pen,9
flag,estimate,10
cow,cows,1
cow,milk,2
cow,calf,3
cow,cattle,4
cow,bull,5
cow,calves,6
cow,grass,7
cow,thorn,8
cow,buttermilk,9
cow,goat,10
inclination,agreeable,1
inclination,reproach,2
inclination,quickness,3
inclination,endeavour,4
inclination,grief,5
inclination,malice,6
inclination,firmness,7
inclination,violence,8
inclination,dignity,9
inclination,dexterity,10
ape,hatchet,1
ape,skull,2
ape,cinnamon,3
ape,hog,4
ape,bunch,5
ape,rust,6
ape,trumpet,7
ape,boar,8
ape,nipple,9
ape,kernel,10
pearl,pearls,1
pearl,saffron,2
pearl,ruby,3
pearl,emerald,4
pearl,coriander,5
pearl,mansion,6
pearl,nutmeg,7
pearl,gold,8
pearl,fragrant,9
pearl,pure,10
nation,nations,1
nation,study,2
nation,political,3
nation,history,4
nation,government,5
nation,plan,6
nation,strict,7
nation,public,8
nation,national,9
nation,peace,10
endeavor,laborer,1
endeavor,honor,2
endeavor,labor,3
endeavor,harbor,4
endeavor,traveler,5
endeavor,marvelous,6
endeavor,color,7
endeavor,savor,8
endeavor,vigor,9
endeavor,offense,10
trunk,fruit,1
trunk,tree,2
trunk,sap,3
trunk,leaf,4
trunk,leaves,5
trunk,cane,6
trunk,edible,7
trunk,palm,8
trunk,bunch,9
trunk,ripe,10
respect,conduct,1
respect,disciple,2
respect,residence,3
respect,punishment,4
respect,fear,5
respect,custom,6
respect,happiness,7
respect,dispute,8
respect,understanding,9
respect,calamity,10
passion,passions,1
passion,pleasure,2
passion,agreeable,3
passion,affection,4
passion,wandering,5
passion,inclination,6
passion,agitation,7
passion,digestion,8
passion,wanton,9
passion,multitude,10
lizard,tree,1
lizard,spider,2
lizard,snake,3
lizard,bird,4
lizard,dove,5
lizard,bush,6
lizard,frog,7
lizard,edible,8
lizard,grass,9
lizard,bark,10
deer,owl,1
deer,crow,2
deer,hair,3
deer,foot,4
deer,arrow,5
deer,squirrel,6
deer,yellow,7
deer,buffalo,8
deer,frog,9
deer,crane,10
pig,pigs,1
pig,banana,2
pig,bananas,3
pig,planting,4
pig,taro,5
pig,posts,6
pig,leaves,7
pig,vine,8
pig,cane,9
pig,planted,10
tour,ticket,1
tour,record,2
tour,match,3
tour,route,4
tour,vote,5
tour,premier,6
tour,cuisine,7
tour,station,8
tour,rate,9
tour,conference,10
jacket,card,1
jacket,clock,2
jacket,luggage,3
jacket,window,4
jacket,engine,5
jacket,lifeboat,6
jacket,armchair,7
jacket,compartment,8
jacket,tights,9
jacket,desk,10
governor,decree,1
governor,commander,2
governor,governors,3
governor,besieged,4
governor,judgment,5
governor,contrary,6
governor,oath,7
governor,precious,8
governor,reign,9
governor,command,10
necklace,forehead,1
necklace,bracelet,2
necklace,moon,3
necklace,navel,4
necklace,sun,5
necklace,semen,6
necklace,turmeric,7
necklace,demon,8
necklace,wrist,9
necklace,invisible,10
operation,system,1
operation,rate,2
operation,college,3
operation,operations,4
operation,temperature,5
operation,management,6
operation,product,7
operation,service,8
operation,ratio,9
operation,agency,10
torch,bunch,1
torch,shell,2
torch,bananas,3
torch,banana,4
torch,leaf,5
torch,fish,6
torch,crab,7
torch,net,8
torch,pig,9
torch,paddle,10
theory,policy,1
theory,society,2
theory,system,3
theory,industry,4
theory,industrial,5
theory,resources,6
theory,interests,7
theory,criticism,8
theory,political,9
theory,politics,10
offspring,progeny,1
offspring,womb,2
offspring,dwelling,3
offspring,warrior,4
offspring,portion,5
offspring,female,6
offspring,darkness,7
offspring,descendant,8
offspring,offering,9
offspring,inhabited,10
management,rate,1
management,administration,2
management,operation,3
management,public,4
management,service,5
management,finance,6
management,manager,7
management,premium,8
management,export,9
management,corporation,10
prosperity,wealth,1
prosperity,mansion,2
prosperity,enjoyment,3
prosperity,universe,4
prosperity,worldly,5
prosperity,adoration,6
prosperity,excellent,7
prosperity,purity,8
prosperity,destruction,9
prosperity,virtuous,10
bottom,rope,1
bottom,holes,2
bottom,hole,3
bottom,mouth,4
bottom,water,5
bottom,legs,6
bottom,catch,7
bottom,edge,8
bottom,long,9
bottom,hands,10
frame,wheel,1
frame,beam,2
frame,dull,3
frame,warp,4
frame,mould,5
frame,edging,6
frame,lining,7
frame,alloy,8
frame,weight,9
frame,deck,10
collection,assemblage,1
collection,pleasing,2
collection,excessive,3
collection,deposited,4
collection,obstruction,5
collection,division,6
collection,attendant,7
collection,produced,8
collection,intellect,9
collection,disrespect,10
pattern,patterns,1
pattern,steaming,2
pattern,vertical,3
pattern,screen,4
pattern,pheasant,5
pattern,horizontal,6
pattern,ripples,7
pattern,target,8
pattern,calculate,9
pattern,sequence,10
brow,quarry,1
brow,hound,2
brow,wry,3
brow,nook,4
brow,brood,5
brow,giddy,6
brow,surly,7
brow,shank,8
brow,maid,9
brow,mellow,10
duck,owl,1
duck,knee,2
duck,fork,3
duck,feather,4
duck,elbow,5
duck,spoon,6
duck,chest,7
duck,creek,8
duck,goose,9
duck,hunt,10
tenant,tenure,1
tenant,proprietor,2
tenant,landlord,3
tenant,payable,4
tenant,coin,5
tenant,border,6
tenant,merchant,7
tenant,kiln,8
tenant,lace,9
tenant,bonnet,10
mouse,wasp,1
mouse,mother-in-law,2
mouse,spoon,3
mouse,knee,4
mouse,frog,5
mouse,saliva,6
mouse,meat,7
mouse,ankle,8
mouse,father-in-law,9
mouse,orphan,10
match,tour,1
match,vote,2
match,ticket,3
match,score,4
match,chance,5
match,manager,6
match,candidate,7
match,handicap,8
match,party,9
match,lecture,10
category,categories,1
category,types,2
category,sequence,3
category,aspects,4
category,identical,5
category,refers,6
category,entities,7
category,specific,8
category,concepts,9
category,components,10
mask,pump,1
mask,polish,2
mask,stamp,3
mask,buckle,4
mask,tack,5
mask,lock,6
mask,cuff,7
mask,gallery,8
mask,copy,9
mask,blunder,10
bid,rid,1
bid,mint,2
bid,bed,3
bid,bred,4
bid,pawn,5
bid,pen,6
bid,gilt,7
bid,fair,8
bid,bargain,9
bid,mad,10
keeper,maker,1
keeper,bearer,2
keeper,tavern,3
keeper,hood,4
keeper,tapestry,5
keeper,vault,6
keeper,painter,7
keeper,candour,8
keeper,butler,9
keeper,draught,10
birth,born,1
birth,elephant,2
birth,semen,3
birth,female,4
birth,urine,5
birth,womb,6
birth,wealth,7
birth,deity,8
birth,ascetic,9
birth,nectar,10
pride,deceit,1
pride,modesty,2
pride,wicked,3
pride,fraud,4
pride,arrogance,5
pride,enmity,6
pride,purity,7
pride,ignorance,8
pride,ornament,9
pride,valour,10
counter,brake,1
counter,directory,2
counter,boarding,3
counter,glaze,4
counter,copy,5
counter,gallery,6
counter,bracket,7
counter,receiver,8
counter,gauge,9
counter,projector,10
passage,proportion,1
passage,affect,2
passage,disposed,3
passage,furnish,4
passage,passages,5
passage,proposition,6
passage,lowest,7
passage,bodies,8
passage,distinction,9
passage,highest,10
income,policy,1
income,financial,2
income,politics,3
income,interest,4
income,industry,5
income,savings,6
income,prices,7
income,resources,8
income,investment,9
income,economic,10
reel,gutter,1
reel,bolt,2
reel,stroke,3
reel,buckle,4
reel,cuff,5
reel,tumble,6
reel,hush,7
reel,mould,8
reel,crumb,9
reel,tack,10
tank,lamp,1
tank,powder,2
tank,barber,3
tank,pulse,4
tank,tanks,5
tank,mango,6
tank,necklace,7
tank,fried,8
tank,badge,9
tank,accountant,10
farm,farms,1
farm,farming,2
farm,farmer,3
farm,soup,4
farm,fetish,5
farm,market,6
farm,farmland,7
farm,harvest,8
farm,soap,9
farm,barrel,10
coconut,coconuts,1
coconut,banana,2
coconut,crab,3
coconut,grated,4
coconut,bananas,5
coconut,breadfruit,6
coconut,papaya,7
coconut,fish,8
coconut,octopus,9
coconut,shell,10
jaw,yawn,1
jaw,elbow,2
jaw,ankle,3
jaw,eyebrow,4
jaw,foam,5
jaw,knee,6
jaw,claw,7
jaw,lip,8
jaw,spine,9
jaw,bald,10
magazine,restaurant,1
magazine,station,2
magazine,temperature,3
magazine,newspaper,4
magazine,ticket,5
magazine,tennis,6
magazine,accident,7
magazine,audience,8
magazine,magazines,9
magazine,news,10
penny,pennies,1
penny,scotch,2
penny,bonnet,3
penny,devil,4
penny,cottage,5
penny,gentleman,6
penny,buff,7
penny,maid,8
penny,tune,9
penny,bargain,10
plank,planks,1
plank,bundle,2
plank,bellows,3
plank,beam,4
plank,knot,5
plank,gravel,6
plank,kernel,7
plank,hearth,8
plank,noose,9
plank,thumb,10
policy,industry,1
policy,committee,2
policy,resources,3
policy,industrial,4
policy,economy,5
policy,financial,6
policy,theory,7
policy,rights,8
policy,income,9
policy,politics,10
tool,hammer,1
tool,slope,2
tool,tools,3
tool,material,4
tool,ball,5
tool,liquid,6
tool,layer,7
tool,gun,8
tool,target,9
tool,rubber,10
map,library,1
map,clock,2
map,desk,3
map,room,4
map,glasses,5
map,climate,6
map,battery,7
map,luggage,8
map,park,9
map,cost,10
cattle,calves,1
cattle,calf,2
cattle,milk,3
cattle,herd,4
cattle,cow,5
cattle,grazing,6
cattle,oxen,7
cattle,goats,8
cattle,horns,9
cattle,sheep,10
desert,captive,1
desert,resurrection,2
desert,eternity,3
desert,eloquent,4
desert,veil,5
desert,abundance,6
desert,ascent,7
desert,dominion,8
desert,rebellious,9
desert,solitude,10
mistress,infamous,1
mistress,master,2
mistress,lover,3
mistress,patron,4
mistress,assault,5
mistress,cheat,6
mistress,firmness,7
mistress,quickness,8
mistress,splendour,9
mistress,unfortunate,10
frog,wasp,1
frog,snake,2
frog,tree,3
frog,lizard,4
frog,spider,5
frog,fire,6
frog,bird,7
frog,dove,8
frog,bark,9
frog,thigh,10
bite,pull,1
bite,scratch,2
bite,chew,3
bite,smoke,4
bite,hole,5
bite,shake,6
bite,push,7
bite,dry,8
bite,split,9
bite,suck,10
sake,account,1
sake,shame,2
sake,dank,3
sake,mortal,4
sake,mercy,5
sake,derive,6
sake,youth,7
sake,necessity,8
sake,give,9
sake,honour,10
mineral,equator,1
mineral,fossil,2
mineral,acid,3
mineral,sulphur,4
mineral,crystalline,5
mineral,printing,6
mineral,magnetism,7
mineral,magnet,8
mineral,zinc,9
mineral,organs,10
warrior,dwelling,1
warrior,darkness,2
warrior,offspring,3
warrior,progeny,4
warrior,cloud,5
warrior,hero,6
warrior,hostile,7
warrior,weapon,8
warrior,hospitality,9
warrior,descendant,10
dash,sink,1
dash,tumble,2
dash,draw,3
dash,haunt,4
dash,plunge,5
dash,fling,6
dash,lay,7
dash,curb,8
dash,settle,9
dash,cheer,10
carpet,furniture,1
carpet,musician,2
carpet,cupboard,3
carpet,gardener,4
carpet,passport,5
carpet,carpets,6
carpet,unemployed,7
carpet,posh,8
carpet,luggage,9
carpet,accountant,10
province,provinces,1
province,emperors,2
province,emperor,3
province,generals,4
province,surname,5
province,ancient,6
province,characters,7
province,military,8
province,provincial,9
province,philosophers,10
butt,hammer,1
butt,puff,2
butt,curl,3
butt,snort,4
butt,rag,5
butt,lock,6
butt,cove,7
butt,stall,8
butt,claw,9
butt,spark,10
stab,pinch,1
stab,slice,2
stab,scratch,3
stab,whistle,4
stab,push,5
stab,squeeze,6
stab,growl,7
stab,spill,8
stab,jump,9
stab,peel,10
canal,irrigation,1
canal,brick,2
canal,canals,3
canal,fodder,4
canal,basin,5
canal,dates,6
canal,sesame,7
canal,date,8
canal,bricks,9
canal,wheat,10
ale,mare,1
ale,tales,2
ale,tale,3
ale,wand,4
ale,gale,5
ale,bonnet,6
ale,mole,7
ale,web,8
ale,puny,9
ale,malt,10
moss,lichen,1
moss,trout,2
moss,willow,3
moss,fox,4
moss,salmon,5
moss,duck,6
moss,berry,7
moss,ridge,8
moss,goose,9
moss,berries,10
terror,oppression,1
terror,progeny,2
terror,reproach,3
terror,tumult,4
terror,contention,5
terror,ascent,6
terror,dwelling,7
terror,slaughter,8
terror,deceit,9
terror,wrath,10
poison,monkey,1
poison,snake,2
poison,navel,3
poison,seed,4
poison,sun,5
poison,tortoise,6
poison,drum,7
poison,elephant,8
poison,forehead,9
poison,tree,10
existence,perception,1
existence,attainment,2
existence,knowledge,3
existence,attaining,4
existence,attained,5
existence,supreme,6
existence,celestial,7
existence,attributes,8
existence,possessing,9
existence,enjoyment,10
interest,income,1
interest,goods,2
interest,prices,3
interest,failure,4
interest,policy,5
interest,control,6
interest,decision,7
interest,criticism,8
interest,approval,9
interest,health,10
lady,ladies,1
lady,gentleman,2
lady,gentlemen,3
lady,master,4
lady,grand,5
lady,court,6
lady,tune,7
lady,queer,8
lady,match,9
lady,hall,10
ink,paper,1
ink,curtain,2
ink,door,3
ink,silk,4
ink,goods,5
ink,porcelain,6
ink,books,7
ink,meet,8
ink,sleeve,9
ink,recommend,10
pen,lock,1
pen,nail,2
pen,rant,3
pen,tack,4
pen,gun,5
pen,bed,6
pen,bid,7
pen,tart,8
pen,mend,9
pen,pocket,10
mystery,smile,1
mystery,scandal,2
mystery,criticism,3
mystery,remark,4
mystery,luxury,5
mystery,prize,6
mystery,apology,7
mystery,career,8
mystery,cost,9
mystery,landscape,10
adult,eyebrow,1
adult,greeting,2
adult,male,3
adult,traditional,4
adult,group,5
adult,mature,6
adult,vagina,7
adult,footprint,8
adult,adults,9
adult,edible,10
essence,annihilation,1
essence,subsistence,2
essence,follower,3
essence,intelligence,4
essence,agitation,5
essence,lustre,6
essence,pure,7
essence,adoration,8
essence,protector,9
essence,purity,10
cave,rock,1
cave,spider,2
cave,thigh,3
cave,cliff,4
cave,rainbow,5
cave,frog,6
cave,jealous,7
cave,rotten,8
cave,water,9
cave,lizard,10
text,texts,1
text,cited,2
text,commentary,3
text,quoted,4
text,inscriptions,5
text,parallels,6
text,bronze,7
text,interpretations,8
text,sources,9
text,interpreted,10
hedge,dainty,1
hedge,hurdle,2
hedge,plough,3
hedge,brook,4
hedge,hound,5
